design,split,repeat,model,features,n_features,dropped_corr,vc_params
one_lag,grouped,5,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.968,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.968,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.968,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,6,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.971,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.971,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.971,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.971,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,6,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1207.234019039393, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.034102976153969275, ""vc_min"": 1.4897928659636103e-06}"
one_lag,grouped,7,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.946,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.946,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.946,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.946,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,7,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1113.910102560074, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03711898745637415, ""vc_min"": 1.489857207823545e-06}"
one_lag,grouped,8,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.927,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.927,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.927,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.927,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
one_lag,grouped,8,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1187.8586065357772, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03656713812625045, ""vc_min"": 1.4898194149188413e-06}"
